Date Local,Arithmetic Mean,AQI
2014-09-28,22.055555555555557,20.38888888888889
2014-09-29,27.0,25.055555555555557
2014-09-30,26.842105263157894,24.842105263157894
2014-10-01,27.68421052631579,25.57894736842105
2014-10-02,25.894736842105264,24.05263157894737
2014-10-03,30.833333333333332,28.5
2014-10-04,27.61111111111111,25.5
2014-10-05,24.944444444444443,23.055555555555557
2014-10-06,38.77777777777778,35.833333333333336
2014-10-07,39.72222222222222,36.55555555555556
2014-10-08,14.833333333333334,13.777777777777779
2014-10-09,11.222222222222221,10.222222222222221
2014-10-10,18.833333333333332,17.61111111111111
2014-10-11,23.833333333333332,22.055555555555557
2014-10-12,22.77777777777778,21.27777777777778
2014-10-13,29.5,27.38888888888889
2014-10-14,29.77777777777778,27.38888888888889
2014-10-15,38.166666666666664,35.166666666666664
2014-10-16,41.111111111111114,37.611111111111114
2014-10-17,41.55555555555556,38.0
2014-10-18,29.666666666666668,27.444444444444443
2014-10-19,41.94444444444444,37.27777777777778
2014-10-20,19.166666666666668,17.77777777777778
2014-10-21,22.210526315789473,20.526315789473685
2014-10-22,24.736842105263158,22.94736842105263
2014-10-23,32.94736842105263,29.210526315789473
2014-10-24,33.10526315789474,30.210526315789473
2014-10-25,31.0,28.68421052631579
2014-10-26,23.72222222222222,22.0
2014-10-27,29.88888888888889,27.666666666666668
2014-10-28,36.36842105263158,33.63157894736842
2014-10-29,39.473684210526315,35.8421052631579
2014-10-30,47.89473684210526,40.8421052631579
2014-10-31,45.421052631578945,41.36842105263158
2014-11-01,34.77777777777778,32.166666666666664
2014-11-02,24.77777777777778,22.88888888888889
2014-11-03,25.555555555555557,23.61111111111111
2014-11-04,30.0,27.72222222222222
2014-11-05,28.944444444444443,26.77777777777778
2014-11-06,31.22222222222222,29.055555555555557
2014-11-07,35.27777777777778,32.611111111111114
2014-11-08,37.27777777777778,34.55555555555556
2014-11-09,32.833333333333336,30.27777777777778
2014-11-10,46.0,41.529411764705884
2014-11-11,38.111111111111114,34.5
2014-11-12,36.166666666666664,33.388888888888886
2014-11-13,34.611111111111114,31.666666666666668
2014-11-14,33.0,30.5
2014-11-15,29.88888888888889,27.61111111111111
2014-11-16,30.833333333333332,28.11111111111111
2014-11-17,29.166666666666668,26.833333333333332
2014-11-18,35.166666666666664,31.944444444444443
2014-11-19,40.22222222222222,36.666666666666664
2014-11-20,51.666666666666664,45.44444444444444
2014-11-21,49.22222222222222,44.111111111111114
2014-11-22,45.333333333333336,41.666666666666664
2014-11-23,35.388888888888886,32.833333333333336
2014-11-24,38.166666666666664,35.0
2014-11-25,34.0,31.38888888888889
2014-11-26,53.23529411764706,46.94117647058823
2014-11-27,40.875,37.5
2014-11-28,39.5,36.375
2014-11-29,44.3125,40.4375
2014-11-30,34.375,31.875
2014-12-01,51.25,44.5
2014-12-02,62.411764705882355,52.64705882352941
2014-12-03,23.88888888888889,21.444444444444443
2014-12-04,12.222222222222221,11.222222222222221
2014-12-05,16.5,15.277777777777779
2014-12-06,22.22222222222222,20.555555555555557
2014-12-07,18.38888888888889,16.944444444444443
2014-12-08,25.555555555555557,23.333333333333332
2014-12-09,29.333333333333332,27.166666666666668
2014-12-10,33.0,30.27777777777778
2014-12-11,33.22222222222222,30.666666666666668
2014-12-12,22.666666666666668,21.0
2014-12-13,5.444444444444445,5.111111111111111
2014-12-14,11.11111111111111,10.333333333333334
2014-12-15,18.764705882352942,17.352941176470587
2014-12-16,24.941176470588236,23.235294117647058
2014-12-17,10.055555555555555,9.055555555555555
2014-12-18,12.11111111111111,11.222222222222221
2014-12-19,18.444444444444443,17.055555555555557
2014-12-20,19.833333333333332,18.5
2014-12-21,21.0,19.5
2014-12-22,25.055555555555557,23.22222222222222
2014-12-23,16.72222222222222,15.38888888888889
2014-12-24,20.944444444444443,19.333333333333332
2014-12-25,19.61111111111111,18.22222222222222
2014-12-26,17.444444444444443,16.22222222222222
2014-12-27,19.333333333333332,18.0
2014-12-28,18.88888888888889,17.61111111111111
2014-12-29,27.333333333333332,25.38888888888889
2014-12-30,28.38888888888889,26.22222222222222
2014-12-31,13.11111111111111,12.11111111111111
2015-01-01,12.333333333333334,11.38888888888889
2015-01-02,14.333333333333334,13.222222222222221
2015-01-03,18.166666666666668,16.88888888888889
2015-01-04,18.555555555555557,17.055555555555557
2015-01-05,27.27777777777778,25.166666666666668
2015-01-06,29.11111111111111,27.055555555555557
2015-01-07,31.555555555555557,28.444444444444443
2015-01-08,30.38888888888889,28.166666666666668
2015-01-09,23.294117647058822,21.58823529411765
2015-01-10,19.38888888888889,18.0
2015-01-11,15.588235294117647,14.411764705882353
2015-01-12,14.352941176470589,13.294117647058824
2015-01-13,14.333333333333334,13.11111111111111
2015-01-14,12.0,11.0
2015-01-15,13.944444444444445,12.833333333333334
2015-01-16,18.88235294117647,17.470588235294116
2015-01-17,22.11764705882353,20.470588235294116
2015-01-18,21.11111111111111,19.666666666666668
2015-01-19,31.0,28.555555555555557
2015-01-20,35.333333333333336,31.833333333333332
2015-01-21,26.333333333333332,24.333333333333332
2015-01-22,15.944444444444445,14.5
2015-01-23,20.88888888888889,19.444444444444443
2015-01-24,22.72222222222222,21.055555555555557
2015-01-25,23.444444444444443,21.833333333333332
2015-01-26,41.11764705882353,36.8235294117647
2015-01-27,17.61111111111111,16.22222222222222
2015-01-28,17.11111111111111,15.777777777777779
2015-01-29,21.555555555555557,20.0
2015-01-30,3.888888888888889,3.8333333333333335
2015-01-31,8.5,7.666666666666667
2015-02-01,13.222222222222221,12.277777777777779
2015-02-02,19.22222222222222,17.77777777777778
2015-02-03,23.88888888888889,22.11111111111111
2015-02-04,25.444444444444443,23.555555555555557
2015-02-05,25.666666666666668,23.72222222222222
2015-02-06,26.0,24.055555555555557
2015-02-07,24.055555555555557,22.27777777777778
2015-02-08,22.72222222222222,21.11111111111111
2015-02-09,34.0,31.235294117647058
2015-02-10,26.823529411764707,24.941176470588236
2015-02-11,24.055555555555557,22.333333333333332
2015-02-12,21.166666666666668,19.61111111111111
2015-02-13,25.944444444444443,23.88888888888889
2015-02-14,27.333333333333332,25.27777777777778
2015-02-15,23.72222222222222,21.944444444444443
2015-02-16,23.38888888888889,21.666666666666668
2015-02-17,27.27777777777778,25.11111111111111
2015-02-18,37.23529411764706,34.470588235294116
2015-02-19,44.705882352941174,39.94117647058823
2015-02-20,43.22222222222222,39.5
2015-02-21,27.5,25.38888888888889
2015-02-22,23.444444444444443,21.72222222222222
2015-02-23,14.944444444444445,13.833333333333334
2015-02-24,9.0,8.294117647058824
2015-02-25,15.5,14.38888888888889
2015-02-26,21.72222222222222,20.166666666666668
2015-02-27,23.0,21.333333333333332
2015-02-28,18.333333333333332,17.055555555555557
2015-03-01,12.666666666666666,11.61111111111111
2015-03-02,8.0,7.333333333333333
2015-03-03,7.833333333333333,7.222222222222222
2015-03-04,10.105263157894736,9.31578947368421
2015-03-05,14.105263157894736,12.894736842105264
2015-03-06,18.36842105263158,16.894736842105264
2015-03-07,20.68421052631579,19.0
2015-03-08,21.57894736842105,20.0
2015-03-09,29.842105263157894,27.473684210526315
2015-03-10,28.210526315789473,26.105263157894736
2015-03-11,30.894736842105264,28.736842105263158
2015-03-12,25.38888888888889,23.555555555555557
2015-03-13,19.444444444444443,18.0
2015-03-14,23.31578947368421,21.473684210526315
2015-03-15,18.736842105263158,17.473684210526315
2015-03-16,24.842105263157894,23.105263157894736
2015-03-17,28.31578947368421,26.263157894736842
2015-03-18,24.157894736842106,22.31578947368421
2015-03-19,7.888888888888889,7.166666666666667
2015-03-20,11.38888888888889,10.444444444444445
2015-03-21,12.157894736842104,11.105263157894736
2015-03-22,14.736842105263158,13.68421052631579
2015-03-23,20.210526315789473,18.789473684210527
2015-03-24,26.05263157894737,24.157894736842106
2015-03-25,27.842105263157894,25.842105263157894
2015-03-26,21.77777777777778,20.11111111111111
2015-03-27,26.5,24.61111111111111
2015-03-28,25.27777777777778,23.444444444444443
2015-03-29,21.647058823529413,20.058823529411764
2015-03-30,29.294117647058822,27.058823529411764
2015-03-31,31.176470588235293,28.823529411764707
2015-04-01,29.0,26.88235294117647
2015-04-02,32.166666666666664,29.833333333333332
2015-04-03,34.888888888888886,31.72222222222222
2015-04-04,31.833333333333332,29.444444444444443
2015-04-05,23.333333333333332,21.666666666666668
2015-04-06,31.22222222222222,28.88888888888889
2015-04-07,30.27777777777778,28.0
2015-04-08,30.38888888888889,28.166666666666668
2015-04-09,31.22222222222222,28.72222222222222
2015-04-10,40.44444444444444,36.77777777777778
2015-04-11,35.388888888888886,32.77777777777778
2015-04-12,28.22222222222222,26.27777777777778
2015-04-13,30.352941176470587,28.058823529411764
2015-04-14,35.111111111111114,32.44444444444444
2015-04-15,48.388888888888886,43.77777777777778
2015-04-16,22.0,20.333333333333332
2015-04-17,27.88888888888889,25.88888888888889
2015-04-18,30.166666666666668,27.88888888888889
2015-04-19,29.555555555555557,27.38888888888889
2015-04-20,31.944444444444443,29.555555555555557
2015-04-21,28.444444444444443,26.27777777777778
2015-04-22,29.72222222222222,27.5
2015-04-23,25.944444444444443,24.0
2015-04-24,19.470588235294116,18.0
2015-04-25,27.0,25.0
2015-04-26,6.647058823529412,6.0588235294117645
2015-04-27,12.0,11.0
2015-04-28,16.176470588235293,15.0
2015-04-29,18.333333333333332,17.11111111111111
2015-04-30,25.5,23.61111111111111
2015-05-01,28.705882352941178,26.647058823529413
2015-05-02,27.61111111111111,25.61111111111111
2015-05-03,18.444444444444443,17.0
2015-05-04,10.555555555555555,9.777777777777779
2015-05-05,12.277777777777779,11.333333333333334
2015-05-06,17.764705882352942,16.529411764705884
2015-05-07,18.88235294117647,17.58823529411765
2015-05-08,46.55555555555556,41.5
2015-05-09,11.222222222222221,10.277777777777779
2015-05-10,16.555555555555557,15.333333333333334
2015-05-11,23.333333333333332,21.833333333333332
2015-05-12,29.61111111111111,27.444444444444443
2015-05-13,20.055555555555557,18.61111111111111
2015-05-14,30.61111111111111,28.333333333333332
2015-05-15,17.0,15.764705882352942
2015-05-16,5.6875,5.25
2015-05-17,10.3125,9.3125
2015-05-18,14.4375,13.3125
2015-05-19,28.647058823529413,26.41176470588235
2015-05-20,22.88235294117647,21.11764705882353
2015-05-21,24.72222222222222,22.88888888888889
2015-05-22,28.61111111111111,26.555555555555557
2015-05-23,42.333333333333336,38.72222222222222
2015-05-24,19.555555555555557,18.11111111111111
2015-05-25,21.0,19.27777777777778
2015-05-26,23.666666666666668,21.88888888888889
2015-05-27,29.055555555555557,26.88888888888889
2015-05-28,30.25,28.125
2015-05-29,28.88888888888889,26.833333333333332
2015-05-30,30.11111111111111,27.666666666666668
2015-05-31,23.944444444444443,22.0
2015-06-01,25.647058823529413,23.705882352941178
2015-06-02,31.529411764705884,29.235294117647058
2015-06-03,33.625,31.0625
2015-06-04,39.05882352941177,35.470588235294116
2015-06-05,14.470588235294118,13.294117647058824
2015-06-06,11.625,10.5625
2015-06-07,14.823529411764707,13.764705882352942
2015-06-08,23.941176470588236,22.235294117647058
2015-06-09,23.11764705882353,21.41176470588235
2015-06-10,10.235294117647058,9.411764705882353
2015-06-11,20.823529411764707,19.235294117647058
2015-06-12,25.88235294117647,24.058823529411764
2015-06-13,21.941176470588236,20.294117647058822
2015-06-14,18.705882352941178,17.352941176470587
2015-06-15,26.176470588235293,24.11764705882353
2015-06-16,33.529411764705884,30.058823529411764
2015-06-17,34.88235294117647,31.529411764705884
2015-06-18,39.88235294117647,35.705882352941174
2015-06-19,37.76470588235294,34.588235294117645
2015-06-20,34.470588235294116,31.470588235294116
2015-06-21,28.705882352941178,26.529411764705884
2015-06-22,33.05882352941177,30.176470588235293
2015-06-23,35.76470588235294,32.470588235294116
2015-06-24,38.05882352941177,33.76470588235294
2015-06-25,34.88235294117647,31.88235294117647
2015-06-26,34.411764705882355,31.529411764705884
2015-06-27,51.529411764705884,42.94117647058823
2015-06-28,39.470588235294116,36.23529411764706
2015-06-29,45.3125,41.125
2015-06-30,31.705882352941178,29.235294117647058
2015-07-01,26.11764705882353,24.294117647058822
2015-07-02,18.5,17.1875
2015-07-03,19.529411764705884,18.0
2015-07-04,17.0,15.764705882352942
2015-07-05,22.470588235294116,20.88235294117647
2015-07-06,16.823529411764707,15.647058823529411
2015-07-07,21.176470588235293,19.764705882352942
2015-07-08,21.941176470588236,20.176470588235293
2015-07-09,29.0,26.529411764705884
2015-07-10,26.58823529411765,24.529411764705884
2015-07-11,19.176470588235293,17.823529411764707
2015-07-12,17.647058823529413,16.352941176470587
2015-07-13,28.25,26.1875
2015-07-14,24.176470588235293,22.470588235294116
2015-07-15,31.235294117647058,28.88235294117647
2015-07-16,34.05882352941177,31.647058823529413
2015-07-17,31.529411764705884,28.88235294117647
2015-07-18,22.352941176470587,20.764705882352942
2015-07-19,10.0,9.117647058823529
2015-07-20,15.470588235294118,14.352941176470589
2015-07-21,21.058823529411764,19.470588235294116
2015-07-22,18.11764705882353,16.764705882352942
2015-07-23,25.941176470588236,24.0
2015-07-24,19.176470588235293,17.823529411764707
2015-07-25,20.941176470588236,19.11764705882353
2015-07-26,22.294117647058822,20.58823529411765
2015-07-27,27.764705882352942,24.529411764705884
2015-07-28,50.470588235294116,44.35294117647059
2015-07-29,29.0625,26.75
2015-07-30,18.0,16.176470588235293
2015-07-31,39.05882352941177,33.94117647058823
2015-08-01,12.647058823529411,11.588235294117647
2015-08-02,13.411764705882353,12.294117647058824
2015-08-03,23.58823529411765,21.764705882352942
2015-08-04,26.5,24.375
2015-08-05,29.529411764705884,26.764705882352942
2015-08-06,36.588235294117645,32.470588235294116
2015-08-07,28.72222222222222,26.666666666666668
2015-08-08,12.235294117647058,11.294117647058824
2015-08-09,27.823529411764707,25.823529411764707
2015-08-10,22.352941176470587,20.705882352941178
2015-08-11,51.05555555555556,47.666666666666664
2015-08-12,24.58823529411765,22.705882352941178
2015-08-13,31.5625,29.0
2015-08-14,34.125,31.5
2015-08-15,28.625,26.5
2015-08-16,37.75,34.8125
2015-08-17,28.6875,26.5
2015-08-18,24.11764705882353,22.352941176470587
2015-08-19,27.666666666666668,25.61111111111111
2015-08-20,30.833333333333332,28.555555555555557
2015-08-21,28.833333333333332,26.833333333333332
2015-08-22,23.61111111111111,21.833333333333332
2015-08-23,47.388888888888886,43.166666666666664
2015-08-24,39.44444444444444,35.833333333333336
2015-08-25,30.88888888888889,28.444444444444443
2015-08-26,17.055555555555557,15.833333333333334
2015-08-27,32.5,28.0
2015-08-28,18.72222222222222,17.38888888888889
2015-08-29,51.526315789473685,48.21052631578947
2015-08-30,25.333333333333332,23.5
2015-08-31,26.38888888888889,24.333333333333332
2015-09-01,16.11764705882353,14.941176470588236
2015-09-02,22.77777777777778,21.166666666666668
2015-09-03,72.77777777777777,57.94444444444444
2015-09-04,15.61111111111111,14.5
2015-09-05,13.38888888888889,12.222222222222221
2015-09-06,11.11111111111111,10.222222222222221
2015-09-07,18.555555555555557,17.22222222222222
2015-09-08,25.833333333333332,23.77777777777778
2015-09-09,34.27777777777778,31.72222222222222
2015-09-10,24.27777777777778,22.27777777777778
2015-09-11,22.22222222222222,20.555555555555557
2015-09-12,37.55555555555556,34.72222222222222
2015-09-13,46.111111111111114,42.166666666666664
2015-09-14,14.055555555555555,12.944444444444445
2015-09-15,11.555555555555555,10.555555555555555
2015-09-16,11.944444444444445,10.944444444444445
2015-09-17,18.833333333333332,17.5
2015-09-18,22.764705882352942,21.11764705882353
2015-09-19,24.11111111111111,22.333333333333332
2015-09-20,16.27777777777778,15.11111111111111
2015-09-21,17.944444444444443,16.61111111111111
2015-09-22,9.944444444444445,9.222222222222221
2015-09-23,16.5,15.333333333333334
2015-09-24,26.944444444444443,24.944444444444443
2015-09-25,23.22222222222222,21.444444444444443
2015-09-26,21.61111111111111,20.055555555555557
2015-09-27,21.5,19.944444444444443
2015-09-28,32.111111111111114,29.77777777777778
2015-09-29,35.44444444444444,32.333333333333336
2015-09-30,38.05555555555556,34.5
2015-10-01,33.5,30.944444444444443
2015-10-02,32.77777777777778,30.166666666666668
2015-10-03,32.111111111111114,29.72222222222222
2015-10-04,35.333333333333336,32.611111111111114
2015-10-05,21.555555555555557,19.944444444444443
2015-10-06,10.38888888888889,9.444444444444445
2015-10-07,12.473684210526315,11.473684210526315
2015-10-08,17.105263157894736,15.947368421052632
2015-10-09,16.842105263157894,15.68421052631579
2015-10-10,14.894736842105264,13.789473684210526
2015-10-11,16.94736842105263,15.736842105263158
2015-10-12,27.36842105263158,25.263157894736842
2015-10-13,29.789473684210527,27.473684210526315
2015-10-14,33.1578947368421,30.68421052631579
2015-10-15,38.89473684210526,35.73684210526316
2015-10-16,35.26315789473684,31.526315789473685
2015-10-17,14.368421052631579,13.368421052631579
2015-10-18,11.263157894736842,10.263157894736842
2015-10-19,14.526315789473685,13.421052631578947
2015-10-20,12.105263157894736,11.105263157894736
2015-10-21,8.368421052631579,7.631578947368421
2015-10-22,13.526315789473685,12.421052631578947
2015-10-23,18.210526315789473,16.894736842105264
2015-10-24,14.631578947368421,13.526315789473685
2015-10-25,17.894736842105264,16.68421052631579
2015-10-26,25.105263157894736,23.263157894736842
2015-10-27,26.473684210526315,24.57894736842105
2015-10-28,36.1578947368421,33.36842105263158
2015-10-29,16.736842105263158,15.526315789473685
2015-10-30,9.947368421052632,9.157894736842104
2015-10-31,15.421052631578947,14.31578947368421
2015-11-01,18.105263157894736,16.842105263157894
2015-11-02,20.157894736842106,18.736842105263158
2015-11-03,29.0,26.894736842105264
2015-11-04,12.421052631578947,11.421052631578947
2015-11-05,11.31578947368421,10.368421052631579
2015-11-06,15.736842105263158,14.526315789473685
2015-11-07,16.0,14.789473684210526
2015-11-08,21.31578947368421,19.842105263157894
2015-11-09,29.31578947368421,27.105263157894736
2015-11-10,29.94736842105263,27.63157894736842
2015-11-11,22.05263157894737,20.473684210526315
2015-11-12,26.27777777777778,24.166666666666668
2015-11-13,28.944444444444443,26.72222222222222
2015-11-14,36.26315789473684,33.578947368421055
2015-11-15,20.157894736842106,18.736842105263158
2015-11-16,30.526315789473685,28.210526315789473
2015-11-17,28.36842105263158,26.36842105263158
2015-11-18,24.894736842105264,23.105263157894736
2015-11-19,28.105263157894736,26.05263157894737
2015-11-20,28.94736842105263,26.789473684210527
2015-11-21,17.666666666666668,16.27777777777778
2015-11-22,17.22222222222222,15.88888888888889
2015-11-23,36.55555555555556,33.166666666666664
2015-11-24,38.0,34.578947368421055
2015-11-25,47.36842105263158,42.473684210526315
2015-11-26,71.84210526315789,59.1578947368421
2015-11-27,31.842105263157894,29.473684210526315
2015-11-28,22.94736842105263,21.31578947368421
2015-11-29,21.63157894736842,20.0
2015-11-30,31.105263157894736,28.789473684210527
2015-12-01,39.473684210526315,35.89473684210526
2015-12-02,44.36842105263158,39.05263157894737
2015-12-03,44.94736842105263,39.21052631578947
2015-12-04,51.0,44.473684210526315
2015-12-05,41.63157894736842,37.63157894736842
2015-12-06,33.94736842105263,30.736842105263158
2015-12-07,46.94736842105263,40.578947368421055
2015-12-08,51.63157894736842,45.10526315789474
2015-12-09,64.73684210526316,53.63157894736842
2015-12-10,51.44444444444444,44.94444444444444
2015-12-11,50.833333333333336,45.44444444444444
2015-12-12,16.210526315789473,15.105263157894736
2015-12-13,14.473684210526315,13.263157894736842
2015-12-14,12.0,10.947368421052632
2015-12-15,18.94736842105263,17.526315789473685
2015-12-16,21.36842105263158,19.789473684210527
2015-12-17,24.789473684210527,22.94736842105263
2015-12-18,30.105263157894736,27.789473684210527
2015-12-19,29.894736842105264,27.789473684210527
2015-12-20,24.57894736842105,22.789473684210527
2015-12-21,26.842105263157894,24.842105263157894
2015-12-22,23.157894736842106,21.526315789473685
2015-12-23,18.263157894736842,16.94736842105263
2015-12-24,23.42105263157895,21.68421052631579
2015-12-25,24.31578947368421,22.526315789473685
2015-12-26,18.42105263157895,17.157894736842106
2015-12-27,15.157894736842104,14.0
2015-12-28,26.473684210526315,24.42105263157895
2015-12-29,25.736842105263158,23.842105263157894
2015-12-30,29.05263157894737,26.842105263157894
2015-12-31,37.22222222222222,34.333333333333336
2016-01-01,54.5,44.583333333333336
2016-01-02,18.416666666666668,17.0
2016-01-03,12.75,11.666666666666666
2016-01-04,17.583333333333332,16.25
2016-01-05,5.25,5.083333333333333
2016-01-06,6.416666666666667,6.083333333333333
2016-01-07,4.5,4.416666666666667
2016-01-08,8.166666666666666,7.5
2016-01-09,11.583333333333334,10.666666666666666
2016-01-10,10.25,9.333333333333334
2016-01-11,16.416666666666668,15.166666666666666
2016-01-12,17.916666666666668,16.5
2016-01-13,22.333333333333332,20.5
2016-01-14,23.5,21.833333333333332
2016-01-15,22.916666666666668,21.333333333333332
2016-01-16,16.916666666666668,15.666666666666666
2016-01-17,18.166666666666668,16.833333333333332
2016-01-18,24.833333333333332,22.916666666666668
2016-01-19,27.166666666666668,25.166666666666668
2016-01-20,25.166666666666668,23.416666666666668
2016-01-21,20.272727272727273,18.818181818181817
2016-01-22,28.083333333333332,25.5
2016-01-23,25.75,23.666666666666668
2016-01-24,20.083333333333332,18.666666666666668
2016-01-25,24.583333333333332,22.75
2016-01-26,19.083333333333332,17.5
2016-01-27,24.666666666666668,22.833333333333332
2016-01-28,33.333333333333336,30.833333333333332
2016-01-29,37.583333333333336,34.25
2016-01-30,29.166666666666668,27.0
2016-01-31,53.666666666666664,46.25
2016-02-01,44.416666666666664,41.25
2016-02-02,9.25,8.416666666666666
2016-02-03,15.416666666666666,14.166666666666666
2016-02-04,18.833333333333332,17.333333333333332
2016-02-05,16.416666666666668,15.083333333333334
2016-02-06,17.666666666666668,16.25
2016-02-07,18.166666666666668,16.833333333333332
2016-02-08,28.5,25.833333333333332
2016-02-09,24.166666666666668,22.5
2016-02-10,32.666666666666664,29.5
2016-02-11,40.333333333333336,36.083333333333336
2016-02-12,40.25,36.166666666666664
2016-02-13,31.666666666666668,29.166666666666668
2016-02-14,29.25,27.0
2016-02-15,32.75,30.166666666666668
2016-02-16,36.333333333333336,32.666666666666664
2016-02-17,40.833333333333336,37.166666666666664
2016-02-18,41.583333333333336,38.083333333333336
2016-02-19,42.583333333333336,38.666666666666664
2016-02-20,30.416666666666668,28.25
2016-02-21,26.75,24.833333333333332
2016-02-22,51.833333333333336,45.416666666666664
2016-02-23,19.916666666666668,18.583333333333332
2016-02-24,27.833333333333332,25.583333333333332
2016-02-25,35.583333333333336,32.0
2016-02-26,39.916666666666664,35.75
2016-02-27,36.5,33.75
2016-02-28,32.416666666666664,30.083333333333332
2016-02-29,43.333333333333336,39.166666666666664
2016-03-01,44.666666666666664,40.25
2016-03-02,42.333333333333336,38.333333333333336
2016-03-03,47.083333333333336,42.083333333333336
2016-03-04,49.166666666666664,43.583333333333336
2016-03-05,40.083333333333336,37.083333333333336
2016-03-06,54.25,48.5
2016-03-07,60.416666666666664,52.916666666666664
2016-03-08,28.454545454545453,26.272727272727273
2016-03-09,36.09090909090909,33.36363636363637
2016-03-10,38.75,35.583333333333336
2016-03-11,40.333333333333336,36.416666666666664
2016-03-12,58.583333333333336,51.333333333333336
2016-03-13,27.666666666666668,25.583333333333332
2016-03-14,41.25,38.0
2016-03-15,39.916666666666664,36.583333333333336
2016-03-16,39.916666666666664,36.916666666666664
2016-03-17,47.166666666666664,42.083333333333336
2016-03-18,43.666666666666664,39.75
2016-03-19,34.166666666666664,31.666666666666668
2016-03-20,33.916666666666664,31.416666666666668
2016-03-21,36.25,33.25
2016-03-22,66.08333333333333,56.0
2016-03-23,32.75,30.333333333333332
2016-03-24,31.583333333333332,29.25
2016-03-25,32.5,30.166666666666668
2016-03-26,30.916666666666668,28.5
2016-03-27,27.25,25.166666666666668
2016-03-28,46.083333333333336,41.583333333333336
2016-03-29,76.41666666666667,61.5
2016-03-30,31.666666666666668,29.333333333333332
2016-03-31,30.166666666666668,27.75
2016-04-01,31.916666666666668,29.5
2016-04-02,27.0,25.083333333333332
2016-04-03,24.916666666666668,23.083333333333332
2016-04-04,37.916666666666664,34.5
2016-04-05,43.75,40.083333333333336
2016-04-06,47.25,42.5
2016-04-07,80.25,63.166666666666664
2016-04-08,12.583333333333334,11.583333333333334
2016-04-09,10.083333333333334,9.083333333333334
2016-04-10,11.25,10.25
2016-04-11,10.666666666666666,9.666666666666666
2016-04-12,16.5,15.25
2016-04-13,18.75,17.583333333333332
2016-04-14,21.0,19.583333333333332
2016-04-15,101.6923076923077,78.61538461538461
2016-04-16,17.5,16.416666666666668
2016-04-17,13.25,12.166666666666666
2016-04-18,19.916666666666668,18.5
2016-04-19,27.583333333333332,25.666666666666668
2016-04-20,33.5,31.0
2016-04-21,37.0,34.083333333333336
2016-04-22,34.166666666666664,31.666666666666668
2016-04-23,32.833333333333336,30.416666666666668
2016-04-24,24.333333333333332,22.666666666666668
2016-04-25,104.53846153846153,80.76923076923077
2016-04-26,65.08333333333333,55.833333333333336
2016-04-27,36.083333333333336,33.416666666666664
2016-04-28,48.333333333333336,44.833333333333336
2016-04-29,31.833333333333332,29.583333333333332
2016-04-30,30.333333333333332,28.166666666666668
2016-05-01,21.0,19.5
2016-05-02,24.5,22.75
2016-05-03,27.666666666666668,25.75
2016-05-04,39.833333333333336,36.666666666666664
2016-05-05,51.0,46.25
2016-05-06,24.166666666666668,22.166666666666668
2016-05-07,12.5,11.333333333333334
2016-05-08,10.5,9.583333333333334
2016-05-09,20.916666666666668,19.5
2016-05-10,26.333333333333332,24.416666666666668
2016-05-11,32.25,29.666666666666668
2016-05-12,35.25,32.75
2016-05-13,39.166666666666664,35.916666666666664
2016-05-14,25.0,23.166666666666668
2016-05-15,21.75,20.083333333333332
2016-05-16,24.75,22.833333333333332
2016-05-17,67.16666666666667,54.166666666666664
2016-05-18,18.25,16.916666666666668
2016-05-19,21.75,20.25
2016-05-20,42.0,38.833333333333336
2016-05-21,32.166666666666664,29.833333333333332
2016-05-22,32.166666666666664,29.75
2016-05-23,37.25,34.5
2016-05-24,32.416666666666664,30.0
2016-05-25,35.5,32.916666666666664
2016-05-26,61.166666666666664,53.416666666666664
2016-05-27,43.666666666666664,39.75
2016-05-28,36.416666666666664,33.583333333333336
2016-05-29,23.916666666666668,22.083333333333332
2016-05-30,25.916666666666668,24.083333333333332
2016-05-31,42.666666666666664,38.75
2016-06-01,38.833333333333336,36.083333333333336
2016-06-02,42.75,39.25
2016-06-03,44.583333333333336,40.666666666666664
2016-06-04,40.0,36.833333333333336
2016-06-05,39.25,36.416666666666664
2016-06-06,48.81818181818182,44.54545454545455
2016-06-07,50.083333333333336,43.916666666666664
2016-06-08,53.0,48.5
2016-06-09,42.416666666666664,39.25
2016-06-10,42.25,39.166666666666664
2016-06-11,30.083333333333332,27.75
2016-06-12,25.833333333333332,23.833333333333332
2016-06-13,28.666666666666668,26.666666666666668
2016-06-14,36.916666666666664,33.166666666666664
2016-06-15,34.166666666666664,31.5
2016-06-16,56.666666666666664,48.416666666666664
2016-06-17,42.833333333333336,37.833333333333336
2016-06-18,36.333333333333336,33.25
2016-06-19,27.636363636363637,25.727272727272727
2016-06-20,51.18181818181818,45.63636363636363
2016-06-21,54.18181818181818,48.54545454545455
2016-06-22,42.27272727272727,38.81818181818182
2016-06-23,67.0,56.54545454545455
2016-06-24,42.18181818181818,38.09090909090909
2016-06-25,41.72727272727273,38.54545454545455
2016-06-26,36.54545454545455,33.81818181818182
2016-06-27,57.45454545454545,50.81818181818182
2016-06-28,52.36363636363637,44.72727272727273
2016-06-29,50.63636363636363,44.81818181818182
2016-06-30,38.666666666666664,33.0
2016-07-01,15.3,14.2
2016-07-02,18.545454545454547,17.363636363636363
2016-07-03,23.09090909090909,21.181818181818183
2016-07-04,22.545454545454547,20.727272727272727
2016-07-05,25.727272727272727,23.727272727272727
