Date,Daily Mean PM10 Concentration,Daily AQI Value
2011-02-04,29.11,26.9
2011-02-05,31.44,29.3
2011-02-06,27.67,25.7
2011-02-07,29.5,27.4
2011-02-08,45.44,40.9
2011-02-09,23.44,21.8
2011-02-10,22.33,20.7
2011-02-11,34.89,31.7
2011-02-12,27.56,25.7
2011-02-13,28.22,26.1
2011-02-14,37.67,34.8
2011-02-15,37.22,34.4
2011-02-16,36.11,33.3
2011-02-17,25.78,23.8
2011-02-18,30.56,28.2
2011-02-19,69.56,54.2
2011-02-20,4.67,4.4
2011-02-21,9.11,8.4
2011-02-22,15.33,14.2
2011-02-23,15.78,14.7
2011-02-24,19.22,17.8
2011-02-25,22.11,20.7
2011-02-26,26.44,24.4
2011-02-27,6.0,5.7
2011-02-28,12.22,11.2
2011-03-01,19.44,18.0
2011-03-02,20.0,18.7
2011-03-03,18.78,17.6
2011-03-04,19.78,18.3
2011-03-05,18.67,17.3
2011-03-06,22.22,20.7
2011-03-07,59.78,50.1
2011-03-08,27.89,25.8
2011-03-09,29.22,27.1
2011-03-10,35.67,33.1
2011-03-11,36.0,33.2
2011-03-12,26.56,24.6
2011-03-13,25.56,23.8
2011-03-14,30.89,28.6
2011-03-15,32.11,29.8
2011-03-16,30.89,28.6
2011-03-17,32.67,30.2
2011-03-18,49.44,44.7
2011-03-19,51.56,47.3
2011-03-20,55.44,49.7
2011-03-21,80.89,63.7
2011-03-22,10.67,9.7
2011-03-23,15.11,13.9
2011-03-24,28.44,25.0
2011-03-25,38.78,35.7
2011-03-26,24.0,22.0
2011-03-27,26.67,24.7
2011-03-28,27.78,25.7
2011-03-29,25.33,23.6
2011-03-30,23.0,21.4
2011-03-31,26.11,24.1
2011-04-01,30.22,28.1
2011-04-02,36.78,32.8
2011-04-03,25.67,23.6
2011-04-04,26.44,24.6
2011-04-05,29.25,27.0
2011-04-06,36.25,33.5
2011-04-07,20.0,18.6
2011-04-08,35.33,32.2
2011-04-09,4.78,4.8
2011-04-10,7.22,6.8
2011-04-11,12.56,11.6
2011-04-12,18.78,17.3
2011-04-13,27.33,25.3
2011-04-14,55.56,50.4
2011-04-15,50.0,45.9
2011-04-16,34.22,31.7
2011-04-17,29.56,27.4
2011-04-18,37.78,34.9
2011-04-19,27.22,25.2
2011-04-20,28.0,25.9
2011-04-21,27.0,25.1
2011-04-22,31.22,29.0
2011-04-23,27.22,25.2
2011-04-24,43.0,40.0
2011-04-25,39.67,36.7
2011-04-26,39.0,36.0
2011-04-27,21.44,20.0
2011-04-28,29.89,27.6
2011-04-29,38.56,35.0
2011-04-30,30.44,28.2
2011-05-01,12.0,11.0
2011-05-02,18.89,17.6
2011-05-03,30.78,28.4
2011-05-04,50.44,45.0
2011-05-05,39.56,36.6
2011-05-06,40.22,37.0
2011-05-07,34.56,31.9
2011-05-08,40.89,37.9
2011-05-09,34.78,32.1
2011-05-10,37.44,34.4
2011-05-11,27.44,25.6
2011-05-12,27.56,25.6
2011-05-13,31.22,28.9
2011-05-14,29.33,27.2
2011-05-15,26.44,24.6
2011-05-16,34.44,31.8
2011-05-17,36.22,33.6
2011-05-18,43.78,40.3
2011-05-19,38.11,35.2
2011-05-20,25.78,23.8
2011-05-21,23.11,21.4
2011-05-22,23.56,21.7
2011-05-23,33.56,31.0
2011-05-24,43.89,40.4
2011-05-25,36.56,33.9
2011-05-26,36.33,33.6
2011-05-27,34.22,31.6
2011-05-28,40.78,37.7
2011-05-29,56.56,50.4
2011-05-30,34.78,32.1
2011-05-31,37.89,35.0
2011-06-01,39.8,36.7
2011-06-02,35.89,33.3
2011-06-03,42.3,35.0
2011-06-04,36.4,30.3
2011-06-05,33.1,27.7
2011-06-06,40.5,34.4
2011-06-07,33.1,29.8
2011-06-08,35.78,32.9
2011-06-09,35.3,32.6
2011-06-10,41.7,38.1
2011-06-11,30.9,28.6
2011-06-12,33.9,31.3
2011-06-13,30.8,28.6
2011-06-14,35.33,32.7
2011-06-15,37.1,34.4
2011-06-16,36.8,34.1
2011-06-17,33.7,31.1
2011-06-18,28.1,26.0
2011-06-19,35.3,32.7
2011-06-20,28.78,26.7
2011-06-21,37.0,34.4
2011-06-22,40.56,37.6
2011-06-23,43.6,39.9
2011-06-24,42.4,39.2
2011-06-25,38.0,34.9
2011-06-26,33.33,30.9
2011-06-27,41.6,38.2
2011-06-28,48.2,44.0
2011-06-29,65.2,55.2
2011-06-30,36.4,33.6
2011-07-01,38.2,35.3
2011-07-02,62.8,51.9
2011-07-03,241.5,146.7
2011-07-04,63.5,50.4
2011-07-05,272.3,175.4
2011-07-06,97.2,72.5
2011-07-07,96.4,69.3
2011-07-08,131.4,89.0
2011-07-09,73.6,58.8
2011-07-10,35.3,32.5
2011-07-11,26.5,24.5
2011-07-12,22.89,21.2
2011-07-13,23.11,21.4
2011-07-14,27.6,25.8
2011-07-15,30.4,28.2
2011-07-16,27.3,25.3
2011-07-17,52.0,46.0
2011-07-18,153.4,98.9
2011-07-19,43.6,39.5
2011-07-20,68.5,53.9
2011-07-21,62.3,53.4
2011-07-22,33.9,31.5
2011-07-23,40.3,36.7
2011-07-24,31.89,29.6
2011-07-25,14.62,13.5
2011-07-26,20.1,18.5
2011-07-27,17.0,15.8
2011-07-28,22.3,20.6
2011-07-29,24.7,23.1
2011-07-30,26.0,24.1
2011-07-31,29.7,26.4
2011-08-01,18.8,17.5
2011-08-02,20.2,18.7
2011-08-03,120.0,83.2
2011-08-04,28.0,25.9
2011-08-05,78.1,61.5
2011-08-06,41.5,38.1
2011-08-07,69.9,56.5
2011-08-08,46.6,43.2
2011-08-09,27.5,25.4
2011-08-10,47.33,41.0
2011-08-11,62.1,53.0
2011-08-12,34.6,32.1
2011-08-13,22.1,20.4
2011-08-14,18.4,17.2
2011-08-15,30.7,28.5
2011-08-16,43.22,39.1
2011-08-17,33.0,30.5
2011-08-18,148.78,97.7
2011-08-19,50.11,46.0
2011-08-20,34.1,31.7
2011-08-21,24.1,22.3
2011-08-22,36.0,32.6
2011-08-23,38.3,35.4
2011-08-24,39.7,36.3
2011-08-25,245.5,149.0
2011-08-26,56.7,46.8
2011-08-27,169.8,107.0
2011-08-28,103.1,74.4
2011-08-29,37.2,34.2
2011-08-30,47.5,43.5
2011-08-31,48.3,43.4
2011-09-01,32.4,29.5
2011-09-02,212.3,132.6
2011-09-03,48.0,43.8
2011-09-04,35.4,32.8
2011-09-05,46.1,41.4
2011-09-06,40.0,35.8
2011-09-07,30.8,28.4
2011-09-08,35.1,32.2
2011-09-09,59.7,48.4
2011-09-10,58.8,46.4
2011-09-11,90.1,65.9
2011-09-12,98.0,71.4
2011-09-13,28.78,26.6
2011-09-14,17.8,16.5
2011-09-15,22.5,20.9
2011-09-16,26.0,24.1
2011-09-17,22.4,20.5
2011-09-18,23.3,21.5
2011-09-19,33.7,31.2
2011-09-20,35.4,32.4
2011-09-21,41.6,37.9
2011-09-22,47.5,43.2
2011-09-23,37.4,34.4
2011-09-24,50.6,45.2
2011-09-25,44.7,39.8
2011-09-26,28.1,26.0
2011-09-27,72.89,59.6
2011-09-28,53.7,45.8
2011-09-29,42.8,39.6
2011-09-30,68.9,56.5
2011-10-01,36.0,33.4
2011-10-02,24.4,22.5
2011-10-03,29.6,27.4
2011-10-04,96.4,69.4
2011-10-05,33.4,30.8
2011-10-06,23.3,21.5
2011-10-07,20.5,19.0
2011-10-08,17.5,16.2
2011-10-09,18.1,16.7
2011-10-10,28.7,26.6
2011-10-11,33.8,31.3
2011-10-12,36.0,33.3
2011-10-13,39.2,35.9
2011-10-14,43.8,40.1
2011-10-15,42.2,39.0
2011-10-16,35.5,32.9
2011-10-17,39.1,36.1
2011-10-18,38.1,34.6
2011-10-19,45.6,41.0
2011-10-20,46.9,42.4
2011-10-21,47.2,43.2
2011-10-22,37.6,34.8
2011-10-23,34.0,31.4
2011-10-24,50.3,45.1
2011-10-25,45.0,39.3
2011-10-26,36.56,34.0
2011-10-27,21.11,19.4
2011-10-28,33.44,30.9
2011-10-29,33.78,31.2
2011-10-30,32.56,30.2
2011-10-31,42.22,38.3
2011-11-01,42.56,38.2
2011-11-02,79.4,61.3
2011-11-03,57.8,49.8
2011-11-04,282.2,185.8
2011-11-05,10.1,9.1
2011-11-06,14.0,13.0
2011-11-07,8.9,8.0
2011-11-08,13.7,12.8
2011-11-09,16.2,14.9
2011-11-10,18.4,16.9
2011-11-11,24.4,22.7
2011-11-12,26.0,24.2
2011-11-13,10.7,9.7
2011-11-14,13.0,12.1
2011-11-15,15.4,14.2
2011-11-16,22.0,20.3
2011-11-17,27.5,25.4
2011-11-18,25.4,23.5
2011-11-19,23.4,21.6
2011-11-20,22.5,20.9
2011-11-21,19.3,18.0
2011-11-22,23.7,22.1
2011-11-23,28.0,26.0
2011-11-24,26.6,24.7
2011-11-25,20.5,19.0
2011-11-26,19.89,18.6
2011-11-27,17.9,16.7
2011-11-28,34.4,31.6
2011-11-29,44.3,40.2
2011-11-30,40.6,37.2
2011-12-01,54.1,47.1
2011-12-02,21.1,19.6
2011-12-03,22.2,20.8
2011-12-04,12.3,11.3
2011-12-05,13.1,12.1
2011-12-06,19.2,17.8
2011-12-07,28.4,26.3
2011-12-08,33.3,30.6
2011-12-09,34.2,31.5
2011-12-10,28.4,26.1
2011-12-11,29.33,27.1
2011-12-12,17.5,16.2
2011-12-13,3.12,3.1
2011-12-14,9.22,8.4
2011-12-15,18.11,16.9
2011-12-16,15.3,14.1
2011-12-17,14.1,13.0
2011-12-18,10.9,10.1
2011-12-19,10.7,9.7
2011-12-20,14.7,13.6
2011-12-21,18.56,17.3
2011-12-22,17.89,16.4
2011-12-23,18.1,16.6
2011-12-24,20.5,19.1
2011-12-25,22.3,20.7
2011-12-26,17.8,16.5
2011-12-27,27.6,25.6
2011-12-28,32.8,30.5
2011-12-29,35.5,32.6
2011-12-30,34.5,31.8
2011-12-31,33.5,31.0
2012-01-01,45.56,38.4
2012-01-02,21.78,20.3
2012-01-03,31.89,29.7
2012-01-04,38.1,33.9
2012-01-05,31.8,29.2
2012-01-06,36.4,33.7
2012-01-07,27.8,25.8
2012-01-08,16.0,15.0
2012-01-09,31.4,29.1
2012-01-10,32.8,30.2
2012-01-11,37.5,34.0
2012-01-12,35.6,32.4
2012-01-13,34.0,30.9
2012-01-14,34.6,32.0
2012-01-15,32.2,29.9
2012-01-16,16.78,15.6
2012-01-17,20.33,18.9
2012-01-18,25.5,23.6
2012-01-19,29.1,26.9
2012-01-20,31.7,29.3
2012-01-21,87.9,65.5
2012-01-22,105.4,74.5
2012-01-23,42.5,39.1
2012-01-24,15.7,14.6
2012-01-25,21.9,20.3
2012-01-26,36.4,33.2
2012-01-27,39.7,35.6
2012-01-28,18.7,17.3
2012-01-29,22.0,20.3
2012-01-30,34.7,32.0
2012-01-31,34.6,32.0
2012-02-01,38.1,34.5
2012-02-02,36.5,32.6
2012-02-03,27.0,25.0
2012-02-04,26.6,24.5
2012-02-05,33.6,31.1
2012-02-06,43.0,38.6
2012-02-07,35.5,31.7
2012-02-08,46.7,42.2
2012-02-09,40.0,36.5
2012-02-10,39.8,36.0
2012-02-11,23.8,22.2
2012-02-12,29.6,27.4
2012-02-13,23.1,21.5
2012-02-14,25.6,23.8
2012-02-15,19.56,18.2
2012-02-16,25.38,23.6
2012-02-17,19.7,18.3
2012-02-18,20.1,18.8
2012-02-19,19.7,18.3
2012-02-20,27.1,25.1
2012-02-21,31.4,29.2
2012-02-22,36.0,33.3
2012-02-23,37.5,34.6
2012-02-24,40.9,37.5
2012-02-25,35.4,32.8
2012-02-26,28.3,26.1
2012-02-27,95.0,70.7
2012-02-28,30.5,28.3
2012-02-29,24.4,22.7
2012-03-01,29.1,27.0
2012-03-02,33.3,30.4
2012-03-03,19.1,17.6
2012-03-04,29.7,27.5
2012-03-05,47.4,41.9
2012-03-06,71.0,57.5
2012-03-07,73.8,60.2
2012-03-08,37.0,34.4
2012-03-09,34.9,32.3
2012-03-10,25.1,23.1
2012-03-11,34.7,30.4
2012-03-12,34.8,32.1
2012-03-13,33.6,31.2
2012-03-14,37.4,34.5
2012-03-15,39.3,35.8
2012-03-16,41.1,38.0
2012-03-17,44.6,41.0
2012-03-18,15.89,14.7
2012-03-19,13.1,12.1
2012-03-20,14.1,13.0
2012-03-21,18.44,17.2
2012-03-22,23.44,21.7
2012-03-23,19.5,18.1
2012-03-24,23.1,21.4
2012-03-25,24.3,22.6
2012-03-26,22.0,20.5
2012-03-27,32.5,30.1
2012-03-28,43.6,39.9
2012-03-29,40.0,36.9
2012-03-30,38.6,35.6
2012-03-31,30.9,28.6
2012-04-01,47.9,43.2
2012-04-02,22.4,20.0
2012-04-03,64.9,49.6
2012-04-04,50.2,40.5
2012-04-05,35.5,32.9
2012-04-06,37.8,34.9
2012-04-07,36.6,33.9
2012-04-08,37.5,34.7
2012-04-09,39.7,36.7
2012-04-10,42.2,38.5
2012-04-11,40.9,37.9
2012-04-12,22.1,20.4
2012-04-13,69.6,56.4
2012-04-14,27.7,25.6
2012-04-15,22.7,21.0
2012-04-16,22.6,21.1
2012-04-17,33.0,30.6
2012-04-18,32.0,29.7
2012-04-19,32.56,30.0
2012-04-20,32.2,29.8
2012-04-21,32.0,29.5
2012-04-22,29.1,26.8
2012-04-23,34.5,31.9
2012-04-24,23.6,21.7
2012-04-25,39.6,36.0
2012-04-26,38.1,35.3
2012-04-27,22.1,20.4
2012-04-28,28.1,26.0
2012-04-29,28.0,26.0
2012-04-30,32.7,30.2
2012-05-01,27.1,25.1
2012-05-02,27.6,25.5
2012-05-03,26.9,24.8
2012-05-04,28.7,26.4
2012-05-05,29.5,27.4
2012-05-06,31.1,29.0
2012-05-07,33.5,30.8
2012-05-08,33.0,30.5
2012-05-09,71.44,58.3
2012-05-10,39.44,36.4
2012-05-11,45.4,41.8
2012-05-12,32.8,30.4
2012-05-13,31.9,29.7
2012-05-14,52.8,47.9
2012-05-15,49.8,45.2
2012-05-16,32.5,30.2
2012-05-17,34.1,31.7
2012-05-18,46.0,42.1
2012-05-19,38.8,35.8
2012-05-20,41.6,38.5
2012-05-21,40.9,37.6
2012-05-22,42.4,38.8
2012-05-23,55.5,49.8
2012-05-24,83.33,65.1
2012-05-25,73.0,58.4
2012-05-26,52.3,45.8
2012-05-27,26.1,24.1
2012-05-28,27.7,25.5
2012-05-29,35.3,32.8
2012-05-30,36.5,33.7
2012-05-31,39.4,35.9
2012-06-01,44.2,40.5
2012-06-02,46.8,43.2
2012-06-03,32.6,30.2
2012-06-04,31.9,29.4
2012-06-05,32.2,29.8
2012-06-06,39.8,36.6
2012-06-07,36.8,34.1
2012-06-08,34.6,32.1
2012-06-09,27.4,25.3
2012-06-10,26.0,24.1
2012-06-11,31.9,29.5
2012-06-12,35.8,32.8
2012-06-13,37.8,34.5
2012-06-14,39.4,36.5
2012-06-15,34.5,31.8
2012-06-16,141.9,94.3
2012-06-17,68.3,54.9
2012-06-18,61.2,50.7
2012-06-19,53.2,47.6
2012-06-20,120.8,83.5
2012-06-21,44.1,40.3
2012-06-22,37.4,34.8
2012-06-23,44.2,41.0
2012-06-24,32.2,29.9
2012-06-25,31.6,29.1
2012-06-26,62.78,53.3
2012-06-27,241.78,144.2
2012-06-28,66.9,54.2
2012-06-29,33.2,30.7
2012-06-30,59.1,50.3
2012-07-01,39.0,36.0
2012-07-02,49.44,44.9
2012-07-03,72.78,59.6
2012-07-04,24.56,22.6
2012-07-05,22.11,20.3
2012-07-06,21.89,20.3
2012-07-07,21.89,20.2
2012-07-08,23.33,21.7
2012-07-09,26.25,24.2
2012-07-10,40.33,37.1
2012-07-11,99.22,69.7
2012-07-12,38.88,34.8
2012-07-13,17.75,16.5
2012-07-14,24.56,22.6
2012-07-15,42.33,36.3
2012-07-16,19.22,17.9
2012-07-17,23.0,21.4
2012-07-18,28.78,26.4
2012-07-19,29.67,27.4
2012-07-20,47.44,41.9
2012-07-21,79.0,61.0
2012-07-22,30.44,28.0
2012-07-23,35.56,31.1
2012-07-24,22.22,20.6
2012-07-25,20.67,19.3
2012-07-26,31.56,29.2
2012-07-27,30.67,28.2
2012-07-28,47.89,41.4
2012-07-29,34.44,31.6
2012-07-30,13.22,12.2
2012-07-31,19.38,18.1
2012-08-01,18.75,17.4
2012-08-02,33.33,30.7
2012-08-03,28.33,26.1
2012-08-04,28.0,25.8
2012-08-05,46.56,41.1
2012-08-06,66.89,52.3
2012-08-07,38.56,35.2
2012-08-08,52.44,45.2
2012-08-09,39.0,35.1
2012-08-10,39.33,36.3
2012-08-11,117.78,82.2
2012-08-12,56.0,48.7
2012-08-13,72.22,57.3
2012-08-14,99.44,72.1
2012-08-15,101.11,73.4
2012-08-16,28.78,26.7
2012-08-17,13.78,12.8
2012-08-18,10.89,9.9
2012-08-19,17.89,16.4
2012-08-20,42.11,38.7
2012-08-21,29.12,26.9
2012-08-22,15.56,14.6
2012-08-23,12.22,11.2
2012-08-24,16.56,15.4
2012-08-25,15.11,14.1
2012-08-26,14.11,13.1
2012-08-27,25.89,24.0
2012-08-28,34.33,31.8
2012-08-29,41.75,38.6
2012-08-30,52.71,46.1
2012-08-31,42.25,38.6
2012-09-01,23.4,21.6
2012-09-02,58.89,45.4
2012-09-03,54.22,48.3
2012-09-04,43.89,39.6
2012-09-05,27.1,25.2
2012-09-06,79.89,62.1
2012-09-07,17.33,16.1
2012-09-08,21.5,20.0
2012-09-09,53.7,46.8
2012-09-10,63.5,53.6
2012-09-11,11.3,10.3
2012-09-12,15.89,14.8
2012-09-13,15.5,14.2
2012-09-14,19.6,18.2
2012-09-15,23.4,21.7
2012-09-16,23.2,21.6
2012-09-17,30.8,28.5
2012-09-18,31.6,29.2
2012-09-19,34.6,31.8
2012-09-20,35.9,33.1
2012-09-21,38.2,34.8
2012-09-22,35.1,32.5
2012-09-23,32.6,30.1
2012-09-24,38.1,35.2
2012-09-25,44.5,40.0
2012-09-26,40.7,37.3
2012-09-27,39.4,36.5
2012-09-28,38.2,35.4
2012-09-29,26.9,24.8
2012-09-30,26.9,25.0
2012-10-01,43.18,37.7
2012-10-02,43.73,39.9
2012-10-03,48.73,43.7
2012-10-04,50.73,44.6
2012-10-05,43.82,39.6
2012-10-06,41.18,37.3
2012-10-07,31.73,29.4
2012-10-08,38.18,35.2
2012-10-09,39.09,35.6
2012-10-10,38.91,35.7
2012-10-11,46.82,43.0
2012-10-12,18.18,17.1
2012-10-13,18.09,16.7
2012-10-14,20.82,19.2
2012-10-15,37.45,33.5
2012-10-16,40.82,37.4
2012-10-17,38.82,35.6
2012-10-18,42.18,38.5
2012-10-19,41.91,38.6
2012-10-20,38.45,35.6
2012-10-21,29.64,27.5
2012-10-22,27.36,25.2
2012-10-23,31.5,29.1
2012-10-24,38.1,35.2
2012-10-25,36.33,33.7
2012-10-26,38.4,34.2
2012-10-27,41.82,38.5
2012-10-28,35.55,33.0
2012-10-29,46.73,41.6
2012-10-30,51.55,44.8
2012-10-31,51.27,45.4
2012-11-01,48.14,42.5
2012-11-02,47.43,42.4
2012-11-03,39.64,36.4
2012-11-04,33.0,30.6
2012-11-05,44.43,39.8
2012-11-06,49.29,43.6
2012-11-07,48.29,43.0
2012-11-08,39.79,36.1
2012-11-09,39.79,36.6
2012-11-10,22.14,20.6
2012-11-11,16.93,15.6
2012-11-12,22.64,21.1
2012-11-13,31.36,28.6
2012-11-14,41.42,36.3
2012-11-15,50.58,43.2
2012-11-16,57.36,49.9
2012-11-17,47.86,43.6
2012-11-18,30.29,28.0
2012-11-19,30.86,28.4
2012-11-20,33.43,30.4
2012-11-21,45.36,40.1
2012-11-22,31.0,28.8
2012-11-23,35.0,31.7
2012-11-24,35.0,32.4
2012-11-25,34.79,32.3
2012-11-26,49.79,44.0
2012-11-27,48.14,42.1
2012-11-28,51.5,46.1
2012-11-29,52.92,47.2
2012-11-30,42.07,38.4
2012-12-01,35.57,32.9
2012-12-02,34.64,31.8
2012-12-03,40.5,37.1
2012-12-04,41.29,37.2
2012-12-05,46.86,41.7
2012-12-06,53.86,47.2
2012-12-07,51.0,45.6
2012-12-08,39.36,35.7
2012-12-09,45.64,41.1
2012-12-10,32.86,30.4
2012-12-11,44.29,40.2
2012-12-12,41.64,37.5
2012-12-13,54.14,47.2
2012-12-14,6.21,5.9
2012-12-15,5.21,4.9
2012-12-16,9.79,9.0
2012-12-17,14.93,13.9
2012-12-18,19.5,18.1
2012-12-19,13.0,12.1
2012-12-20,12.15,11.3
2012-12-21,21.5,20.0
2012-12-22,24.86,22.9
2012-12-23,25.5,23.6
2012-12-24,22.93,21.1
2012-12-25,12.5,11.5
2012-12-26,21.57,19.9
2012-12-27,21.15,19.6
2012-12-28,17.69,16.3
2012-12-29,19.14,17.7
2012-12-30,18.79,17.4
2012-12-31,16.79,15.4
2013-01-01,25.83,23.5
2013-01-02,15.08,13.8
2013-01-03,18.58,17.2
2013-01-04,19.33,17.8
2013-01-05,23.5,21.8
2013-01-06,17.92,16.8
2013-01-07,26.5,24.4
2013-01-08,33.08,30.6
2013-01-09,36.17,32.3
2013-01-10,54.92,47.1
2013-01-11,25.25,23.4
2013-01-12,17.08,15.8
2013-01-13,14.08,12.9
2013-01-14,18.17,16.8
2013-01-15,22.92,21.1
2013-01-16,32.55,30.2
2013-01-17,38.36,34.5
2013-01-18,36.08,32.4
2013-01-19,32.17,29.2
2013-01-20,27.83,25.8
2013-01-21,36.42,32.3
2013-01-22,38.42,33.7
2013-01-23,36.17,32.3
2013-01-24,33.25,30.8
2013-01-25,20.08,18.4
2013-01-26,5.5,5.2
2013-01-27,4.42,4.3
2013-01-28,7.67,6.9
2013-01-29,8.83,8.1
2013-01-30,15.18,14.0
2013-01-31,18.18,16.8
2013-02-01,21.82,20.2
2013-02-02,20.09,18.7
2013-02-03,18.91,17.5
2013-02-04,17.09,15.6
2013-02-05,20.91,19.5
2013-02-06,19.45,18.1
2013-02-07,21.64,20.2
2013-02-08,30.82,28.5
2013-02-09,12.55,11.6
2013-02-10,12.82,11.8
2013-02-11,11.64,10.8
2013-02-12,12.55,11.5
2013-02-13,20.7,19.1
2013-02-14,25.6,23.7
2013-02-15,18.91,17.5
2013-02-16,19.55,18.1
2013-02-17,19.45,18.0
2013-02-18,28.27,26.3
2013-02-19,32.55,29.9
2013-02-20,10.18,9.2
2013-02-21,11.64,10.6
2013-02-22,12.73,11.7
2013-02-23,13.45,12.5
2013-02-24,23.91,19.5
2013-02-25,17.82,16.5
2013-02-26,19.82,18.5
2013-02-27,18.27,16.8
2013-02-28,22.82,21.1
2013-03-01,28.58,26.4
2013-03-02,24.17,22.5
2013-03-03,25.42,23.5
2013-03-04,35.25,32.1
2013-03-05,34.92,32.2
2013-03-06,34.5,31.2
2013-03-07,33.67,31.2
2013-03-08,13.67,12.7
2013-03-09,8.83,7.9
2013-03-10,11.08,10.1
2013-03-11,16.17,14.9
2013-03-12,18.91,17.5
2013-03-13,24.64,22.9
2013-03-14,27.64,25.5
2013-03-15,29.45,27.3
2013-03-16,24.0,22.2
2013-03-17,26.0,24.1
2013-03-18,34.73,32.1
2013-03-19,35.64,33.1
2013-03-20,37.9,35.1
2013-03-21,38.9,36.0
2013-03-22,31.58,29.2
2013-03-23,33.67,31.2
2013-03-24,27.42,25.4
2013-03-25,32.5,30.0
2013-03-26,35.5,32.9
2013-03-27,36.58,33.9
2013-03-28,39.08,35.0
2013-03-29,35.25,32.7
2013-03-30,32.25,29.8
2013-03-31,24.42,22.6
2013-04-01,33.58,30.5
2013-04-02,30.08,27.8
2013-04-03,31.58,29.3
2013-04-04,36.17,33.3
2013-04-05,38.17,35.4
2013-04-06,36.33,33.3
2013-04-07,31.5,29.2
2013-04-08,208.17,127.4
2013-04-09,39.0,35.7
2013-04-10,18.17,16.9
2013-04-11,24.67,22.9
2013-04-12,33.42,31.1
2013-04-13,30.17,27.9
2013-04-14,34.25,31.8
2013-04-15,46.25,42.2
2013-04-16,30.58,28.2
2013-04-17,30.5,28.2
2013-04-18,17.75,16.5
2013-04-19,26.64,24.8
2013-04-20,27.64,25.5
2013-04-21,28.0,25.7
2013-04-22,35.0,32.3
2013-04-23,34.5,31.6
2013-04-24,40.36,37.3
2013-04-25,40.45,37.4
2013-04-26,40.18,36.8
2013-04-27,34.18,31.5
2013-04-28,29.0,26.9
2013-04-29,37.45,34.6
2013-04-30,47.82,43.1
2013-05-01,38.36,35.5
2013-05-02,49.67,43.2
2013-05-03,108.33,77.4
2013-05-04,73.0,59.8
2013-05-05,49.82,46.1
2013-05-06,38.9,35.2
2013-05-07,38.82,35.1
2013-05-08,29.25,27.1
2013-05-09,31.33,29.0
2013-05-10,35.67,32.2
2013-05-11,22.75,21.1
2013-05-12,24.75,22.8
2013-05-13,33.58,31.1
2013-05-14,39.75,36.8
2013-05-15,39.83,36.9
2013-05-16,31.25,28.9
2013-05-17,33.75,31.0
2013-05-18,33.92,31.1
2013-05-19,28.5,26.4
2013-05-20,37.5,34.1
2013-05-21,31.83,29.2
2013-05-22,46.42,41.7
2013-05-23,39.75,36.3
2013-05-24,34.5,31.8
2013-05-25,30.67,27.7
2013-05-26,25.5,23.8
2013-05-27,35.08,32.5
2013-05-28,39.58,36.4
2013-05-29,53.33,48.6
2013-05-30,37.42,34.6
2013-05-31,39.0,36.0
2013-06-01,37.42,34.7
2013-06-02,33.75,31.2
2013-06-03,29.58,27.4
2013-06-04,31.42,29.1
2013-06-05,34.58,31.7
2013-06-06,43.27,39.5
2013-06-07,43.36,39.6
2013-06-08,41.42,37.4
2013-06-09,26.42,24.5
2013-06-10,32.91,30.3
2013-06-11,41.55,37.8
2013-06-12,45.27,41.4
2013-06-13,42.08,38.8
2013-06-14,41.91,38.5
2013-06-15,40.92,37.0
2013-06-16,29.55,27.5
2013-06-17,37.0,32.7
2013-06-18,41.27,37.3
2013-06-19,40.82,37.6
2013-06-20,41.18,37.8
2013-06-21,36.33,33.6
2013-06-22,33.75,31.3
2013-06-23,32.75,30.0
2013-06-24,37.75,34.7
2013-06-25,41.17,37.3
2013-06-26,37.92,34.7
2013-06-27,36.17,33.6
2013-06-28,48.67,44.1
2013-06-29,58.08,51.2
2013-06-30,159.75,102.8
2013-07-01,80.92,63.2
2013-07-02,121.17,83.7
2013-07-03,41.0,36.8
2013-07-04,48.58,45.0
2013-07-05,38.83,35.9
2013-07-06,38.91,35.9
2013-07-07,50.82,44.8
2013-07-08,39.18,36.2
2013-07-09,47.42,43.6
2013-07-10,46.42,42.7
2013-07-11,20.36,19.0
2013-07-12,53.0,44.4
2013-07-13,27.27,25.2
2013-07-14,24.27,22.5
2013-07-15,30.91,28.5
2013-07-16,26.09,24.3
2013-07-17,16.91,15.5
2013-07-18,25.5,23.3
2013-07-19,31.25,29.0
2013-07-20,18.91,17.5
2013-07-21,10.7,9.7
2013-07-22,16.67,15.7
2013-07-23,19.18,17.8
2013-07-24,23.92,22.1
2013-07-25,26.33,24.2
2013-07-26,19.17,17.9
2013-07-27,17.42,16.2
2013-07-28,27.33,25.3
2013-07-29,23.25,21.8
2013-07-30,29.0,25.8
2013-07-31,30.42,28.1
2013-08-01,47.17,41.6
2013-08-02,32.67,30.1
2013-08-03,26.33,24.3
2013-08-04,25.09,23.1
2013-08-05,44.83,40.9
2013-08-06,21.58,20.1
2013-08-07,20.67,19.2
2013-08-08,34.33,31.5
2013-08-09,31.75,29.2
2013-08-10,26.55,24.5
2013-08-11,28.36,25.2
2013-08-12,31.64,29.3
2013-08-13,36.58,32.8
2013-08-14,39.17,35.8
2013-08-15,35.92,33.1
2013-08-16,47.0,42.2
2013-08-17,81.25,63.2
2013-08-18,25.58,23.6
2013-08-19,29.0,26.8
2013-08-20,66.17,53.8
2013-08-21,29.92,27.7
2013-08-22,31.5,29.2
